"", "0", "1", "2", "3", "4", "5", "6", "7", "8", "9", "10", "11", "12", "13", "14", "15", "16", "17", "18", "19", "20", "21", "22", "23", "24", "25", "26", "27", "28", "29", "30", "31", "32", "33", "34", "35", "36", "37", "38", "39", "40", "41", "42", "43", "44", "45", "46", "47", "48", "49", "50", "51", "52", "53", "54", "55", "56", "57", "58", "59", "60", "61", "62", "63", "64", "65", "66", "67", "68", "69", "70", "71", "72", "73", "74", "75", "76", "77", "78", "79", "80"
"0", "*", "1.8432698957683211", "3.3877422058067435", "2.0194899093266407", "1.9337280970443382", "3.281745928114722", "1.5854254219370514", "3.255685918067762", "3.38755080051713", "2.742438563725285", "1.2237696673811271", "3.3853552904649797", "3.3120040556738575", "0.4868134551034844", "5.411279191890431", "0.5251628410499105", "4.396461691946486", "0.4551086331009948", "2.0551467923952718", "3.7635011616213987", "4.911192190636", "3.816971641628747", "4.599492219771051", "1.9541185230129452", "0.6345439849289307", "2.667136084438283", "2.4030685420968076", "2.23880385516693", "2.6497882645195894", "2.6666421666511457", "2.267534285284854", "1.6329840452319635", "2.2932841488884126", "2.5698188660174743", "2.4613909061484396", "2.05104267553424", "4.550097644615197", "4.108998378141232", "0.1295577720436083", "2.97405698596444", "2.7852397132549225", "4.203362501596928", "2.5352318283664603", "2.6129464942901928", "4.487863606274623", "2.8424396712855673", "0.37920525351958867", "4.1230367452218255", "4.013733852395495", "0.4675632259145859", "2.9611286757921462", "2.8475308082741337", "1.3218645980377612", "3.6980192934731173", "3.703205748743227", "3.0061430420963973", "0.2942637401336148", "3.4931928760581314", "*", "8.26113239732418", "4.044961231925886", "4.526867008525641", "3.364760306444536", "1.8796217855195554", "2.2333230789123704", "7.76522193415822", "0.6791283456870558", "2.73693671448295", "1.6792511298723145", "3.3408482882682033", "2.086794088285835", "1.110433226986987", "1.5965724527896752", "2.055421815874867", "0.11465795105600707", "2.0598666462710113", "2.023886439694821", "2.0831447066113506", "2.0831447066113506", "1.319222058955225", "1.4989467243030008"
"1", "1.3719623993558066", "*", "1.977604269810581", "4.49249234289959", "5.412326436352121", "2.0361518133449397", "3.725313888703687", "2.051609480141719", "1.9777041275320388", "2.480374041176369", "2.270734904028559", "1.9788509867055653", "2.018750165796256", "0.7299033713276271", "1.4990444063595176", "0.7933739328511606", "1.6414357749517987", "0.6782424422679716", "4.244072739206416", "1.814600647107635", "1.5551601631458687", "1.7958736018309556", "1.6030559285508459", "5.1291354198121795", "0.980926928940772", "2.5726296977190777", "3.0086089094752517", "3.432106738295295", "2.595470980203617", "2.5732712824380326", "3.344630600028854", "4.043885261271827", "3.2718492328487527", "2.7096578222780603", "2.8928101816512846", "4.270290027951489", "1.611812071533509", "1.7082892544893578", "0.18290511312446078", "2.2520525299488034", "2.4324249357923518", "1.684505054479176", "2.764142962185885", "2.646173938130269", "1.623360728949336", "2.372793101881094", "0.5573336764078562", "1.7046261770944855", "1.7343785285184814", "0.698451316927283", "2.2630089804880957", "2.367714034148658", "2.5717057803417336", "1.838858962999741", "1.8368819601464144", "2.2256257134976063", "0.42623865109283443", "1.9255095913449582", "*", "1.3889353597744907", "1.7255833891024328", "1.6160540286582052", "1.9897398014527874", "6.700692377368391", "3.449621267213663", "1.3959560171633032", "1.0604612680436163", "2.486760887005753", "4.42600971568632", "2.002685415337003", "4.058641500689896", "1.967269454925788", "3.794808116634575", "4.24233543079391", "0.1615186234301973", "4.214588963954169", "4.45909304681998", "4.078651168328724", "4.078651168328724", "2.5630116260510936", "3.2633095318097918"
"2", "3.242869849567824", "2.304039409984176", "*", "2.581506597323804", "2.4440373156811326", "6.956228105477925", "1.9280000848191872", "6.625879558833398", "16.122622198140537", "4.068927727561081", "1.4431726149373754", "12.481079486608074", "7.456437486592255", "0.5493113738967588", "3.650146252803906", "0.5936809092505162", "4.234202746579682", "0.5127671520608623", "2.640172053263969", "5.367560742919054", "3.859600931558041", "5.201112938321834", "4.058258415793742", "2.476280220210458", "0.7212911648669098", "3.8690842090447815", "3.273687089887292", "2.9589403435885444", "3.825362750866238", "3.8678282562385693", "3.0117041467861654", "1.9951261407985204", "3.059760009955812", "3.633367068669897", "3.39413018354189", "2.633371649365169", "4.096951132517757", "4.588687545174894", "0.14394817168031837", "4.833249089890976", "4.190876938632666", "4.454314921456242", "3.554662419576969", "3.7350543878144444", "4.149248129123526", "4.365278445375067", "0.42576252395256153", "4.567308161372778", "4.749116918154174", "0.5271082004863827", "4.7820753156881235", "4.381516032644466", "1.5707224755629374", "5.612366326155169", "5.590949774986885", "4.966503564667159", "0.3291634381411379", "7.069400248113491", "*", "3.2929486265682213", "4.6933462619033515", "4.115989292069502", "9.203488172662041", "2.359724356597691", "2.9489734493205555", "3.3140050831179995", "0.7737828443909534", "4.053723284887439", "2.061329481473961", "8.162581135853177", "2.6930454154834633", "1.2988627483190136", "1.9436521773591213", "2.64062821422164", "0.12731928426441064", "2.6480084854803057", "2.5886898981331425", "2.686908425533847", "2.686908425533847", "1.5672517415654879", "1.8081700667600007"
"3", "1.610890972049654", "4.555200902035118", "2.3177800162857367", "*", "5.640084819060592", "2.3890547986960358", "3.1212063492699644", "2.4079791902904772", "2.3179010512331417", "2.954103180811853", "2.053223467932082", "2.3192912568404638", "2.367804403672911", "0.6900482554449527", "1.7553364863403123", "0.7490728687781849", "1.919380138504931", "0.6418739693092697", "6.967124660737072", "2.122455078646516", "1.8196927708371873", "2.1002860721419627", "1.8749194656877664", "6.042045130216742", "0.922377851422735", "3.078108894635647", "3.7096055441809352", "4.436855984269069", "3.109244133415466", "3.078981014042187", "4.273232877850743", "3.3135303229594535", "4.143226090881219", "3.2677192628736464", "3.533177349496778", "7.141494673838798", "1.8850464672404663", "1.9972852543880175", "0.17463428419306481", "2.6578013078244047", "2.890691721749063", "1.9695006675002245", "3.34513316816575", "3.179013878523777", "1.8984179651266762", "2.8127490827942885", "0.528683450949448", "1.993001033368302", "2.027852271750261", "0.6607327766980498", "2.671712983516333", "2.806155542120116", "2.2962917861681515", "2.1512514563432474", "2.148901209614332", "2.6243624696271586", "0.40529854836450196", "2.2548755523420927", "*", "1.6300837805824302", "2.0175369942859303", "1.88995601280774", "2.332502242462716", "4.9070192107616375", "4.470696027595309", "1.6380313242027937", "0.9953355845710532", "2.962601508889652", "3.521576663714216", "2.348236501873194", "6.066338713883468", "1.7988984113161952", "3.1645886392808333", "6.956176712930155", "0.15426731506268032", "6.7901304955540684", "9.971273902664494", "6.144954665293346", "6.144954665293346", "2.289409775957617", "2.8134786812866426"
"4", "1.4959057446123745", "5.445811580332672", "2.1510873194880884", "5.610861403905615", "*", "2.2157366637698197", "3.3686053141996495", "2.232851521694808", "2.151197353450556", "2.71649275209233", "2.149358435961402", "2.152461141726724", "2.196492772694682", "0.708269420067027", "1.6316097745335427", "0.7693097229385515", "1.784679614490058", "0.6585119952494285", "5.126893228600341", "1.972461953837978", "1.6917991681691107", "1.952060662978123", "1.7433090289959394", "7.650819597982251", "0.9490515548763261", "2.8231867530563934", "3.3442792986797207", "3.8872835449698937", "2.8497711879862773", "2.823932540128554", "3.7712759152258406", "3.605080716776784", "3.6764297077363035", "2.9837461816638027", "3.2027829424211807", "5.17447773507989", "1.7527399620396111", "1.8569522317739824", "0.17843805652036338", "2.4566736144691608", "2.661449365987996", "1.83120889677464", "3.048344098080307", "2.9090344460220448", "1.7651853883607695", "2.5933631102702663", "0.5418095122841344", "1.8529851395348973", "1.8852311318710426", "0.6779840595200342", "2.469015890093156", "2.5875821969731674", "2.416662356629797", "1.998924547471867", "1.9967663830362823", "2.426952543351369", "0.4149061163789387", "2.093788111211906", "*", "1.5139839053209028", "1.8756930310537974", "1.7573104143571157", "2.1644652550815766", "6.205593708376089", "3.910792886828671", "1.5214657807360132", "1.0249686602671466", "2.723845174214523", "3.8699568307380603", "2.178748974401755", "4.8083028345533645", "1.8740203448187045", "3.4213261016855987", "5.123764680210808", "0.15760284403700808", "5.074200745180763", "5.540911730047", "4.841323263188272", "4.841323263188272", "2.409030422383108", "3.003463979300921"
"5", "3.125208273766581", "2.3509216554093135", "6.944562807368705", "2.6411160816248818", "2.4970213618536428", "*", "1.961237027177925", "8.90294357753141", "6.947075811223945", "4.266750937751677", "1.463450524818279", "6.976243026290879", "8.715610745009302", "0.5547490695356028", "3.4995296496743076", "0.5996560517944016", "4.018946064382462", "0.5177745792412787", "2.7028170545290346", "4.9417832694217", "3.688432891053275", "4.815104159976384", "3.8649684860805977", "2.53075939265834", "0.7289086899950958", "4.038033687880999", "3.379000639804247", "3.0405654471698216", "3.988580113069782", "4.036610315341031", "3.096923619081434", "2.030536937301575", "3.1483777388442005", "3.7736012410233664", "3.510092447121425", "2.6956580881269327", "3.8990297364097075", "4.321490475806124", "0.1451776361306245", "5.197852461151701", "4.408725140648338", "4.208096280998445", "3.6864169692407844", "3.8870341356346816", "3.944890879529606", "4.615453097052296", "0.42978886089473134", "4.303559961732169", "4.454635224084397", "0.5322831645444626", "5.131774429560657", "4.6349439945970445", "1.593989139358548", "5.1215070149917725", "5.106111086531573", "5.373317247058939", "0.3321683220461318", "6.000039440197012", "*", "3.1716818446814288", "4.408636164398892", "3.9157486452101673", "7.2857777630358775", "2.4089598980834146", "3.029935206478363", "3.1911874338341177", "0.7821198601890877", "4.249184783809689", "2.0989890832639184", "7.7640653904518295", "2.7585398308570466", "1.3160694114431668", "1.9773867132958745", "2.7032973310658854", "0.12840031878890779", "2.7110688884103964", "2.6486641313808685", "2.7520664355396103", "2.7520664355396103", "1.5904334475955593", "1.8377764197436517"
"6", "1.000694326133741", "3.6118902893128912", "1.4881413452547965", "2.945074190743641", "3.221696570828303", "1.5330435857227553", "*", "1.5448273779509427", "1.4882182900214667", "1.8591045735152076", "2.812168280926864", "1.489101907833326", "1.519742048659849", "0.8097816837178913", "1.1061963183532746", "0.8825857762197065", "1.2224741017252083", "0.7508630702277905", "2.848077586826698", "1.3609440561684427", "1.1522715300658395", "1.3461311862854752", "1.1913410113541176", "3.1493911125019296", "1.100662884191808", "1.923364538778141", "2.2094822920092834", "2.457850728076098", "1.9390806846488835", "1.9238070452907148", "2.4090285634358497", "5.947323923875169", "2.367414324618465", "2.0164715561339146", "2.1364042566094326", "2.858796915060123", "1.1984575966482702", "1.2763264529373992", "0.19894388631235937", "1.6948449409852775", "1.825217796450184", "1.257223301997152", "2.0526973753705406", "1.9736884375916426", "1.207831411202068", "1.7826174490639066", "0.6140783615392507", "1.273388360855113", "1.297209344206666", "0.773875792207503", "1.7028920553223261", "1.7789658566122344", "3.319466790011466", "1.3800720780598774", "1.378515732912239", "1.6753688623191727", "0.4673798421072388", "1.4478345775535746", "*", "1.014875731223905", "1.290177790716887", "1.2019023501209136", "1.4974833426827776", "3.439208721809623", "2.4674685198261144", "1.0207336539471767", "1.1946115303934488", "1.8635933096735262", "4.989992232963299", "1.5074289577832016", "2.768948717864769", "2.3594786737936535", "8.022227333691738", "2.847363191838357", "0.17556568966863217", "2.8358849000731685", "2.932622645789674", "2.7777686684568486", "2.7777686684568486", "3.3037122564922208", "5.0175167607693645"
"7", "3.0961312624202253", "2.3633623209066967", "6.611197259424781", "2.6570234719199273", "2.511119218479235", "8.899926576232014", "1.9700038181067163", "*", "6.6131956063651", "4.322947825217907", "1.4687687604967068", "6.636337078926401", "7.803221665835281", "0.5561659568445378", "3.462822407725501", "0.6012133463388865", "3.967879163373792", "0.519079107067463", "2.7195570445242088", "4.848989564048685", "3.6470746024530682", "4.729645916812304", "3.818693559728779", "2.545264673066829", "0.7308954637505525", "4.0853959135463995", "3.407684033115459", "3.0625624036068015", "4.034215716237615", "4.0839219843193195", "3.1199261098182", "2.0398860702522286", "3.172333854956672", "3.8124026707624883", "3.541827849189604", "2.7122996131404986", "3.851737061130644", "4.259439245466", "0.14549740606571104", "5.3099257368339075", "4.471186559462309", "4.15042398190603", "3.722732347339884", "3.9293105257533996", "3.8961905448265592", "4.688272156044427", "0.4308373466678317", "4.242223356714735", "4.387002477637505", "0.5336314376066915", "5.238494112377298", "4.70882253651035", "1.6000992432972336", "5.01721188782855", "5.002854523576154", "5.500968546850201", "0.33295046517221527", "5.815980626028805", "*", "3.141759601032946", "4.342987761752818", "3.8679478176834965", "6.875706951580076", "2.4220386408775068", "3.051746940100847", "3.1609023940295553", "0.7842949734616793", "4.304650334484391", "2.108941808613712", "7.220909449391568", "2.77606340957723", "1.320576080772827", "1.9862867037121892", "2.7200439445687494", "0.1286814655340387", "2.727922991019986", "2.664671449237608", "2.7694974000323875", "2.7694974000323875", "1.5965210133643706", "1.8455731082097642"
"8", "3.242658224113359", "2.3041190475407825", "16.122601977975688", "2.5816074121063575", "2.444127129478749", "6.958720889168314", "1.928056809421006", "6.6278576856088645", "*", "4.069246899729354", "1.4432073777393595", "12.601554847615777", "7.459972990669961", "0.5493207437549117", "3.6498722002992507", "0.593691203286685", "4.233802033642194", "0.512775781794172", "2.6402778914449283", "5.366705971878384", "3.859287221517111", "5.200349081618599", "4.057901382923701", "2.4763725209485252", "0.721304280967257", "3.8693594746189945", "3.2738624338045894", "2.9590773533144223", "3.8256291950782058", "3.8681032646603017", "3.011847013673026", "1.9951865302019036", "3.059908401049236", "3.633597789659333", "3.3943225562206387", "2.6334768947197813", "4.096584945288958", "4.588180871860217", "0.1439502932932979", "4.83380539901407", "4.191226050439084", "4.453851503752084", "3.554879816366858", "3.7353034361694317", "4.148869172267155", "4.365675021776717", "0.42576946524250614", "4.566808642497033", "4.748553039138912", "0.5271171184338859", "4.782611529331152", "4.381917327294834", "1.5707623209219714", "5.6113572719316345", "5.589955286493332", "4.967115673890625", "0.32916862030550975", "7.066666872107495", "*", "3.292730240864721", "4.692802994486666", "4.1156185096758655", "9.215438337808425", "2.359807923940473", "2.9491093765047594", "3.3137837841374753", "0.773797195763922", "4.054038898595975", "2.0613936562388697", "8.168366379588536", "2.6931559594942045", "1.2988922773178069", "1.943709741317845", "2.640734092268613", "0.1273211498365674", "2.6481150102782745", "2.5887913170872205", "2.6870184144514355", "2.6870184144514355", "1.5672914425937985", "1.8082206584114604"
"9", "2.508936976690665", "2.7181799505542634", "3.9802984967653807", "3.1292005310542197", "2.9208135174896737", "4.189787005065197", "2.210334082283898", "4.249000893830823", "3.9806378890985052", "*", "1.6095558741900873", "3.984539833556761", "4.125195409201519", "0.5923030114305856", "2.755765471292128", "0.6409831759527913", "3.060570562867007", "0.5523158983860252", "3.221446001395251", "3.4881774622238884", "2.8718419092754472", "3.438066035586902", "2.9749539779211625", "2.968786283806319", "0.7818366060067472", "6.731047168569717", "4.423762538535836", "3.7681181647992203", "6.4231908451226545", "6.72136614729307", "3.8680347439298894", "2.2977496548837206", "3.962020950859365", "5.484864010574967", "4.726012289376207", "3.2106418063619393", "2.994242158280669", "3.2168971699124858", "0.1535711833195128", "5.2621415939280585", "7.605257661853969", "3.1601616119779803", "5.203717389845417", "5.921537413091723", "3.0198998013741485", "6.40932721351448", "0.45748762827151124", "3.2080741267321566", "3.2806727515064815", "0.5679966768051115", "5.338707522906921", "6.340202399474203", "1.763123206054161", "3.5547674403176237", "3.5492665892779036", "5.09055377510737", "0.3527822531376863", "3.8104259899647066", "*", "2.5407542037105126", "3.258986066471319", "3.003637390522749", "4.021963745855089", "2.7977319083095815", "3.74960256103672", "2.554011675880735", "0.8401635458860142", "10.540819226917813", "2.385213868139807", "4.0673753081515684", "3.3065016590410434", "1.4389357247605994", "2.2306079998492208", "3.2221718058766924", "0.1357775594410935", "3.233933589902373", "3.140381449404558", "3.2965309365671502", "3.2965309365671502", "1.7589071386619204", "2.057175564321818"
